,life_satis,y_age,sex,educ,mar_st,occupation,vacation,money,fin_state_change,yj60.4a8,change_job,social_media,preg,physical_activity,alcohol,smoker,depression,health,level_of_trust,num_of_children,is_religious
5782,4.0,29.0,1.0,5.0,1.0,13.0,0.0,99999998.0,4.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,2.0,2.0,0.0,4.0
5783,5.0,18.0,1.0,4.0,1.0,12.0,2.0,99999998.0,4.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,0.0,4.0
5784,3.0,45.0,2.0,4.0,2.0,12.0,1.0,30000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
5785,2.0,48.0,1.0,5.0,2.0,12.0,2.0,32000.0,4.0,2.0,2.0,2.0,0.0,99999995.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
5786,3.0,27.0,2.0,4.0,2.0,7.0,0.0,6500.0,4.0,2.0,2.0,1.0,2.0,99999995.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0
5787,4.0,19.0,2.0,5.0,1.0,16.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0
5788,3.0,67.0,2.0,5.0,5.0,4.0,0.0,20200.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0
5789,4.0,43.0,2.0,6.0,4.0,12.0,1.0,60000.0,3.0,2.0,1.0,1.0,2.0,99999995.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
5790,5.0,18.0,2.0,3.0,1.0,15.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0
5791,4.0,66.0,2.0,5.0,2.0,4.0,0.0,21800.0,3.0,2.0,2.0,2.0,0.0,99999995.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0
5792,3.0,68.0,1.0,4.0,2.0,4.0,0.0,21200.0,4.0,2.0,2.0,0.0,0.0,99999995.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0
5793,4.0,58.0,2.0,5.0,2.0,12.0,1.0,66800.0,3.0,2.0,2.0,2.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0
5794,4.0,61.0,1.0,5.0,2.0,4.0,0.0,20600.0,3.0,2.0,2.0,2.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,1.0,3.0
5795,4.0,74.0,2.0,6.0,2.0,4.0,0.0,22400.0,4.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
5796,5.0,81.0,1.0,6.0,2.0,4.0,0.0,40000.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0
5797,4.0,65.0,1.0,6.0,2.0,4.0,0.0,23500.0,3.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0
5798,4.0,59.0,2.0,5.0,2.0,12.0,1.0,43000.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0
5799,4.0,38.0,1.0,6.0,2.0,12.0,1.0,80000.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0
5800,4.0,19.0,1.0,5.0,1.0,16.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0
5801,3.0,45.0,2.0,4.0,4.0,12.0,2.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0
5802,3.0,75.0,2.0,3.0,5.0,4.0,0.0,21000.0,4.0,2.0,2.0,0.0,0.0,99999995.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0
5803,4.0,26.0,1.0,4.0,1.0,12.0,1.0,30000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0
5804,3.0,70.0,2.0,6.0,2.0,4.0,0.0,24400.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0
5805,4.0,68.0,1.0,5.0,2.0,4.0,0.0,23600.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
5806,4.0,48.0,1.0,6.0,4.0,12.0,2.0,67000.0,4.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0
5807,4.0,76.0,2.0,6.0,5.0,4.0,0.0,25200.0,4.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0
5808,4.0,50.0,1.0,6.0,4.0,12.0,1.0,71000.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0
5809,4.0,80.0,2.0,6.0,5.0,4.0,0.0,24500.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
5810,3.0,66.0,1.0,4.0,5.0,4.0,0.0,21100.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0
5811,2.0,58.0,2.0,4.0,4.0,4.0,0.0,36800.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,5.0
5812,4.0,41.0,2.0,6.0,3.0,12.0,1.0,36000.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0
5813,4.0,58.0,1.0,4.0,2.0,99999997.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0
5814,5.0,61.0,2.0,6.0,2.0,4.0,0.0,18500.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0
5815,3.0,39.0,1.0,4.0,3.0,12.0,2.0,38000.0,5.0,2.0,1.0,1.0,0.0,99999995.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0
5817,4.0,29.0,2.0,6.0,1.0,12.0,1.0,43000.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,99999999.0,3.0,2.0,0.0,2.0
5818,2.0,74.0,2.0,5.0,2.0,4.0,0.0,20000.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0
5819,2.0,62.0,2.0,4.0,4.0,4.0,0.0,22600.0,3.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0
5820,2.0,42.0,2.0,6.0,3.0,12.0,1.0,90000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0
5821,4.0,61.0,2.0,5.0,4.0,12.0,2.0,55000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0
5822,4.0,33.0,2.0,6.0,4.0,12.0,1.0,100000.0,3.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,3.0,2.0,0.0,4.0
5823,4.0,53.0,2.0,6.0,2.0,12.0,1.0,60000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0
5824,4.0,63.0,1.0,6.0,2.0,4.0,0.0,19500.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0
5825,1.0,46.0,2.0,6.0,2.0,12.0,1.0,50000.0,5.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0
5826,3.0,49.0,1.0,6.0,2.0,12.0,1.0,50000.0,5.0,2.0,1.0,1.0,0.0,99999995.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0
5827,2.0,17.0,2.0,3.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0
5828,4.0,46.0,1.0,6.0,3.0,12.0,2.0,68000.0,4.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0
5829,2.0,39.0,2.0,6.0,3.0,12.0,2.0,70000.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0
5830,4.0,66.0,2.0,3.0,5.0,4.0,0.0,31500.0,5.0,2.0,2.0,1.0,0.0,6.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0
5831,4.0,72.0,1.0,6.0,2.0,4.0,0.0,26000.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0
5832,2.0,46.0,1.0,6.0,2.0,7.0,0.0,8000.0,4.0,2.0,1.0,1.0,0.0,99999995.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0
5833,2.0,46.0,2.0,6.0,2.0,12.0,2.0,99999997.0,5.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0
5834,2.0,20.0,1.0,5.0,3.0,16.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0
5836,2.0,70.0,2.0,5.0,4.0,4.0,0.0,20000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,4.0,3.0,2.0,1.0
5837,2.0,48.0,2.0,5.0,4.0,12.0,2.0,28000.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0
5838,4.0,22.0,1.0,4.0,1.0,12.0,1.0,90000.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,99999997.0
5839,5.0,38.0,2.0,6.0,2.0,7.0,0.0,0.0,99999997.0,2.0,2.0,1.0,1.0,99999995.0,99999999.0,2.0,2.0,3.0,3.0,1.0,2.0
5840,4.0,73.0,1.0,5.0,5.0,4.0,0.0,14000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,2.0,2.0,3.0,3.0,2.0,99999999.0
5841,4.0,42.0,2.0,4.0,4.0,12.0,1.0,47000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
5843,4.0,74.0,2.0,4.0,4.0,4.0,0.0,21000.0,3.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0
5844,4.0,78.0,2.0,5.0,5.0,4.0,0.0,24000.0,3.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0
5845,4.0,59.0,1.0,6.0,4.0,12.0,1.0,27000.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0
5846,4.0,65.0,2.0,4.0,5.0,4.0,0.0,55000.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0
5847,3.0,37.0,2.0,6.0,2.0,12.0,2.0,35000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0
5848,4.0,45.0,1.0,3.0,2.0,12.0,2.0,40000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0
5850,4.0,65.0,1.0,6.0,2.0,12.0,1.0,63100.0,4.0,2.0,2.0,2.0,0.0,99999995.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0
5851,4.0,66.0,2.0,5.0,2.0,4.0,0.0,16800.0,3.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0
5852,4.0,64.0,2.0,2.0,5.0,4.0,0.0,18000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0
5853,4.0,33.0,2.0,6.0,4.0,12.0,2.0,87400.0,4.0,2.0,2.0,1.0,2.0,99999995.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0
5854,4.0,40.0,2.0,6.0,2.0,7.0,0.0,0.0,4.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
5855,3.0,44.0,1.0,3.0,2.0,12.0,1.0,60000.0,4.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0
5857,2.0,91.0,2.0,6.0,5.0,4.0,0.0,27500.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0
5858,2.0,62.0,2.0,5.0,2.0,12.0,1.0,51000.0,4.0,2.0,2.0,1.0,0.0,6.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0
5859,1.0,66.0,1.0,4.0,2.0,4.0,0.0,10500.0,4.0,2.0,2.0,2.0,0.0,99999995.0,0.0,2.0,2.0,4.0,3.0,1.0,1.0
5860,4.0,41.0,2.0,4.0,2.0,12.0,1.0,35000.0,2.0,2.0,2.0,1.0,2.0,99999995.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0
5861,2.0,20.0,2.0,5.0,1.0,8.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,4.0
5862,2.0,64.0,2.0,6.0,2.0,4.0,0.0,13400.0,5.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0
5863,1.0,63.0,1.0,5.0,2.0,4.0,0.0,11200.0,5.0,2.0,2.0,1.0,0.0,99999995.0,0.0,1.0,2.0,4.0,2.0,2.0,1.0
5864,2.0,82.0,1.0,6.0,4.0,4.0,0.0,18700.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0
5865,4.0,58.0,2.0,6.0,3.0,4.0,0.0,16450.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
5866,4.0,57.0,1.0,6.0,3.0,12.0,1.0,22000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,0.0,5.0
5867,3.0,31.0,1.0,4.0,4.0,12.0,2.0,70000.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0
5868,4.0,81.0,2.0,6.0,5.0,4.0,0.0,22000.0,3.0,2.0,2.0,2.0,0.0,99999995.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
5869,4.0,32.0,1.0,3.0,2.0,12.0,2.0,27000.0,4.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
5870,4.0,69.0,2.0,4.0,2.0,12.0,1.0,42000.0,4.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,2.0,1.0
5871,3.0,74.0,1.0,3.0,2.0,4.0,0.0,11600.0,3.0,2.0,99999997.0,0.0,0.0,99999995.0,1.0,2.0,2.0,3.0,2.0,2.0,99999997.0
5872,4.0,56.0,2.0,5.0,4.0,12.0,1.0,35300.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0
5873,2.0,54.0,1.0,4.0,1.0,8.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,99999995.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0
5874,4.0,32.0,1.0,4.0,2.0,12.0,1.0,45000.0,4.0,2.0,99999997.0,1.0,0.0,99999995.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0
5875,3.0,46.0,2.0,5.0,2.0,12.0,1.0,10000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
5876,4.0,49.0,1.0,5.0,2.0,12.0,1.0,40000.0,3.0,2.0,2.0,1.0,0.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
5879,2.0,84.0,2.0,5.0,5.0,4.0,0.0,16050.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,4.0,3.0,0.0,1.0
5880,3.0,69.0,2.0,6.0,2.0,12.0,2.0,59200.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0
5881,3.0,62.0,1.0,4.0,2.0,4.0,0.0,9500.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,4.0,3.0,1.0,4.0
5882,3.0,60.0,2.0,4.0,2.0,12.0,1.0,51900.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,1.0
5883,1.0,56.0,1.0,4.0,2.0,4.0,0.0,25000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0
5884,2.0,34.0,1.0,4.0,6.0,12.0,2.0,17000.0,3.0,2.0,2.0,1.0,0.0,6.0,2.0,1.0,2.0,3.0,2.0,0.0,3.0
5885,4.0,69.0,2.0,5.0,5.0,4.0,0.0,20200.0,3.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0
5886,2.0,42.0,2.0,5.0,5.0,3.0,0.0,18800.0,3.0,2.0,2.0,1.0,2.0,99999995.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0
5887,2.0,75.0,2.0,6.0,4.0,4.0,0.0,30000.0,3.0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0
5888,2.0,82.0,2.0,4.0,5.0,4.0,0.0,19000.0,4.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,4.0,3.0,2.0,1.0
5889,3.0,45.0,2.0,6.0,2.0,12.0,2.0,25000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0
5891,2.0,30.0,2.0,4.0,1.0,7.0,0.0,10000.0,4.0,2.0,99999997.0,1.0,2.0,99999995.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0
5894,2.0,34.0,1.0,4.0,2.0,12.0,2.0,40000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,2.0,99999999.0,2.0,2.0
5898,4.0,62.0,2.0,5.0,5.0,12.0,1.0,40700.0,3.0,2.0,2.0,1.0,0.0,6.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0
5899,4.0,82.0,2.0,5.0,5.0,4.0,0.0,22000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,1.0,4.0,2.0,2.0,1.0
5900,2.0,77.0,1.0,6.0,5.0,4.0,0.0,99999997.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,99999997.0,4.0,3.0,1.0,4.0
5901,4.0,41.0,1.0,6.0,2.0,12.0,1.0,99999998.0,3.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
5902,99999997.0,35.0,2.0,6.0,2.0,12.0,1.0,99999998.0,4.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
5904,1.0,38.0,1.0,5.0,4.0,99999997.0,0.0,32000.0,5.0,2.0,1.0,2.0,0.0,99999995.0,0.0,2.0,99999997.0,2.0,2.0,2.0,5.0
5905,2.0,36.0,2.0,3.0,1.0,12.0,1.0,17000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,3.0,99999999.0,1.0,3.0
5906,4.0,32.0,1.0,6.0,1.0,12.0,1.0,50000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0
5907,4.0,61.0,1.0,2.0,2.0,12.0,0.0,99999998.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0
5908,4.0,52.0,2.0,2.0,2.0,12.0,1.0,99999998.0,2.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0
5910,3.0,64.0,2.0,4.0,4.0,12.0,2.0,23000.31,3.0,2.0,2.0,0.0,0.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0
5911,2.0,45.0,2.0,3.0,1.0,11.0,0.0,25000.0,4.0,2.0,2.0,1.0,0.0,99999995.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0
5912,4.0,50.0,2.0,6.0,5.0,11.0,2.0,35000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
5913,4.0,27.0,1.0,6.0,1.0,12.0,2.0,30000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0
5914,4.0,22.0,2.0,6.0,1.0,16.0,0.0,1726.0,3.0,2.0,1.0,1.0,0.0,99999995.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0
5915,3.0,59.0,1.0,4.0,2.0,12.0,1.0,25000.0,4.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0
5916,4.0,57.0,2.0,5.0,2.0,4.0,0.0,11360.0,4.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0
5917,4.0,53.0,2.0,4.0,2.0,12.0,2.0,17000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0
5918,4.0,55.0,1.0,5.0,2.0,12.0,1.0,35000.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0
5919,4.0,51.0,2.0,6.0,2.0,7.0,0.0,15000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,99999997.0,3.0,3.0,2.0,4.0
5920,3.0,57.0,1.0,6.0,2.0,13.0,0.0,30000.0,4.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,99999997.0,2.0,2.0,2.0,5.0
5921,3.0,35.0,2.0,5.0,3.0,7.0,0.0,12000.0,99999997.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
5922,4.0,54.0,2.0,5.0,2.0,12.0,1.0,8000.0,5.0,2.0,2.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0
5923,4.0,74.0,2.0,4.0,5.0,4.0,0.0,16000.0,4.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0
5924,4.0,58.0,1.0,6.0,2.0,4.0,0.0,16700.0,4.0,2.0,99999997.0,1.0,0.0,4.0,0.0,2.0,1.0,3.0,2.0,2.0,3.0
5925,2.0,78.0,2.0,1.0,4.0,4.0,0.0,9800.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,1.0
5926,2.0,46.0,2.0,5.0,3.0,13.0,0.0,14700.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0
5927,4.0,20.0,1.0,3.0,1.0,3.0,0.0,14000.0,3.0,2.0,99999997.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0
5928,3.0,53.0,1.0,4.0,3.0,13.0,0.0,40000.0,4.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0
5929,2.0,74.0,2.0,2.0,5.0,4.0,0.0,17000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,4.0,3.0,5.0,2.0
5930,2.0,33.0,1.0,4.0,3.0,13.0,0.0,15000.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0
5931,3.0,48.0,2.0,6.0,2.0,12.0,1.0,45000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,3.0,99999999.0,1.0,2.0
5932,2.0,48.0,1.0,4.0,2.0,13.0,0.0,21200.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0
5933,4.0,23.0,1.0,5.0,1.0,13.0,0.0,19000.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0
5934,1.0,38.0,2.0,4.0,1.0,9.0,0.0,31750.0,5.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0
5936,4.0,40.0,1.0,4.0,2.0,12.0,1.0,60000.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0
5937,4.0,41.0,2.0,4.0,2.0,7.0,0.0,35000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0
5938,2.0,65.0,2.0,4.0,5.0,4.0,0.0,12200.0,4.0,2.0,2.0,0.0,0.0,99999995.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0
5939,2.0,45.0,2.0,4.0,4.0,12.0,2.0,12000.0,5.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0
5940,4.0,80.0,2.0,5.0,5.0,4.0,0.0,26285.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0
5941,2.0,22.0,1.0,5.0,1.0,12.0,2.0,15000.0,5.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0
5943,4.0,39.0,2.0,6.0,2.0,12.0,1.0,99999998.0,99999997.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
5944,3.0,39.0,1.0,5.0,2.0,12.0,1.0,99999998.0,3.0,1.0,1.0,2.0,0.0,99999995.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0
5945,5.0,15.0,2.0,3.0,1.0,1.0,0.0,0.0,99999997.0,2.0,2.0,1.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,99999997.0
5947,4.0,60.0,2.0,4.0,2.0,4.0,0.0,18000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0
5948,3.0,64.0,1.0,4.0,2.0,4.0,0.0,15500.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0
5949,4.0,32.0,1.0,4.0,2.0,12.0,2.0,20000.0,4.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0
5950,4.0,68.0,1.0,3.0,2.0,4.0,0.0,16497.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0
5951,3.0,36.0,2.0,4.0,3.0,12.0,1.0,36714.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0
5952,2.0,34.0,1.0,4.0,3.0,12.0,1.0,20000.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0
5953,5.0,16.0,1.0,3.0,1.0,1.0,0.0,6330.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,4.0
5955,4.0,61.0,2.0,6.0,4.0,12.0,2.0,38700.0,3.0,1.0,2.0,2.0,0.0,99999995.0,1.0,2.0,2.0,3.0,2.0,2.0,99999997.0
